"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14031","Successful login with valid credentials","","Tue Oct 08 15:36:18 EEST 2024","passed","Tue Oct 08 15:36:32 EEST 2024","","Test Login Feature","",""
